ruleset,budget,player,enemy,samples,player_hp,player_damage,wins,limits,mean_ticks,mean_attacks,mean_chain,max_chain
v1-3f2da0de4bed,4000,SE,SEMD,100,180,28,0,0,12999.28,28.11,1.014,3
v1-3f2da0de4bed,4000,SM,S,100,180,28,4,0,5660,12.72,1,1
v1-3f2da0de4bed,4000,SM,E,100,180,28,100,0,8000,17,1,1
v1-3f2da0de4bed,4000,SM,M,100,180,28,100,0,9590,20.49,1,1
v1-3f2da0de4bed,4000,SM,D,100,180,28,100,0,8000,17,1,1
v1-3f2da0de4bed,4000,SM,SE,100,180,28,19,0,8690,18.88,1,1
v1-3f2da0de4bed,4000,SM,SM,100,180,28,54,0,8640,18.68,1,1
v1-3f2da0de4bed,4000,SM,SD,100,180,28,97,0,7970,16.94,1,1
v1-3f2da0de4bed,4000,SM,EM,100,180,28,100,0,8700,19.4,1,1
v1-3f2da0de4bed,4000,SM,ED,100,180,28,100,0,8000,17.5,1.029,4
v1-3f2da0de4bed,4000,SM,MD,100,180,28,100,0,8910,19.01,1,1
v1-3f2da0de4bed,4000,SM,SEMD,100,180,28,0,0,11588.43,25.2,1.015,3
v1-3f2da0de4bed,4000,SD,S,100,180,28,0,0,5000,11,1,1
v1-3f2da0de4bed,4000,SD,E,100,180,28,100,0,7920,16.92,1,1
v1-3f2da0de4bed,4000,SD,M,100,180,28,100,0,9330,20.07,1,1
v1-3f2da0de4bed,4000,SD,D,100,180,28,100,0,7920,16.92,1,1
v1-3f2da0de4bed,4000,SD,SE,100,180,28,1,0,8000,17.99,1,1
v1-3f2da0de4bed,4000,SD,SM,100,180,28,37,0,7980,17.61,1,1
v1-3f2da0de4bed,4000,SD,SD,100,180,28,96,0,7890,16.85,1,1
v1-3f2da0de4bed,4000,SD,EM,100,180,28,100,0,8550,19.1,1,1
v1-3f2da0de4bed,4000,SD,ED,100,180,28,100,0,7920,17.45,1.031,4
v1-3f2da0de4bed,4000,SD,MD,100,180,28,100,0,8720,18.72,1,1
v1-3f2da0de4bed,4000,SD,SEMD,100,180,28,0,0,10342.99,22.58,1.014,3
v1-3f2da0de4bed,4000,EM,S,100,180,16,0,0,5330,12.66,1,1
v1-3f2da0de4bed,4000,EM,E,100,180,16,56,0,16084,34.56,1,1
v1-3f2da0de4bed,4000,EM,M,100,180,16,63,0,17677,37.85,1,1
v1-3f2da0de4bed,4000,EM,D,100,180,16,85,0,16117.5,34.83,1,1
v1-3f2da0de4bed,4000,EM,SE,100,180,16,0,0,8440,18.88,1,1
v1-3f2da0de4bed,4000,EM,SM,100,180,16,0,0,8720,19.44,1,1
v1-3f2da0de4bed,4000,EM,SD,100,180,16,0,0,8530,19.06,1,1
v1-3f2da0de4bed,4000,EM,EM,100,180,16,40,0,16568,36.18,1,1
v1-3f2da0de4bed,4000,EM,ED,100,180,16,40,0,15620,34.48,1.029,4
v1-3f2da0de4bed,4000,EM,MD,100,180,16,69,0,16881.5,36.29,1,1
v1-3f2da0de4bed,4000,EM,SEMD,100,180,16,0,0,10907.33,24.78,1.015,3
v1-3f2da0de4bed,4000,ED,S,100,180,16,0,0,5000,11.28,1.025,3
v1-3f2da0de4bed,4000,ED,E,100,180,16,84,0,15270,32.89,1.027,3
v1-3f2da0de4bed,4000,ED,M,100,180,16,72,0,16970,36.33,1.022,3
v1-3f2da0de4bed,4000,ED,D,100,180,16,83,0,15300,32.85,1.028,3
v1-3f2da0de4bed,4000,ED,SE,100,180,16,0,0,8000,18.53,1.029,3
v1-3f2da0de4bed,4000,ED,SM,100,180,16,0,0,8000,18.52,1.029,3
v1-3f2da0de4bed,4000,ED,SD,100,180,16,0,0,7910,18.25,1.029,3
v1-3f2da0de4bed,4000,ED,EM,100,180,16,62,0,15617,34.43,1.028,3
v1-3f2da0de4bed,4000,ED,ED,100,180,16,48,0,14740,32.51,1.055,4
v1-3f2da0de4bed,4000,ED,MD,100,180,16,67,0,16220,34.59,1.024,3
v1-3f2da0de4bed,4000,ED,SEMD,100,180,16,0,0,10352.72,23.29,1.045,3
v1-3f2da0de4bed,4000,MD,S,100,180,16,0,0,5280,11.7,1,1
v1-3f2da0de4bed,4000,MD,E,100,180,16,28,0,16470,34.51,1,1
v1-3f2da0de4bed,4000,MD,M,100,180,16,47,0,18450,38.26,1,1
v1-3f2da0de4bed,4000,MD,D,100,180,16,58,0,16920,35.18,1,1
v1-3f2da0de4bed,4000,MD,SE,100,180,16,0,0,8460,18.64,1,1
v1-3f2da0de4bed,4000,MD,SM,100,180,16,0,0,8580,18.98,1,1
v1-3f2da0de4bed,4000,MD,SD,100,180,16,0,0,8510,18.79,1,1
v1-3f2da0de4bed,4000,MD,EM,100,180,16,32,0,16853,36.2,1,1
v1-3f2da0de4bed,4000,MD,ED,100,180,16,21,0,15900,34.23,1.029,4
v1-3f2da0de4bed,4000,MD,MD,100,180,16,48,0,17600,36.52,1,1
v1-3f2da0de4bed,4000,MD,SEMD,100,180,16,0,0,10946.25,23.86,1.015,3
v1-3f2da0de4bed,4000,SEMD,S,100,300,22,100,0,10235.96,22.42,1.017,3
v1-3f2da0de4bed,4000,SEMD,E,100,300,22,100,0,10235.96,22.42,1.017,3
v1-3f2da0de4bed,4000,SEMD,M,100,300,22,100,0,11559.24,25.15,1.016,3
v1-3f2da0de4bed,4000,SEMD,D,100,300,22,100,0,10235.96,22.42,1.017,3
v1-3f2da0de4bed,4000,SEMD,SE,100,300,22,100,0,12911.71,27.98,1.016,3
v1-3f2da0de4bed,4000,SEMD,SM,100,300,22,100,0,11530.05,25.09,1.016,3
v1-3f2da0de4bed,4000,SEMD,SD,100,300,22,100,0,10245.69,22.44,1.017,3
v1-3f2da0de4bed,4000,SEMD,EM,100,300,22,100,0,10839.22,24.66,1.016,3
v1-3f2da0de4bed,4000,SEMD,ED,100,300,22,100,0,10255.42,23.19,1.05,3
v1-3f2da0de4bed,4000,SEMD,MD,100,300,22,100,0,10897.6,23.77,1.016,3
v1-3f2da0de4bed,4000,SEMD,SEMD,100,300,22,51,0,23235.24,50.58,1.029,3
v1-3f2da0de4bed,40000,S,S,100,540,256,100,0,2000,5,1,1
v1-3f2da0de4bed,40000,S,E,100,540,256,100,0,2000,5,1,1
v1-3f2da0de4bed,40000,S,M,100,540,256,100,0,3010,7.45,1,1
v1-3f2da0de4bed,40000,S,D,100,540,256,100,0,2000,5,1,1
v1-3f2da0de4bed,40000,S,SE,100,540,256,100,0,4000,9,1,1
v1-3f2da0de4bed,40000,S,SM,100,540,256,81,0,3010,7.54,1,1
v1-3f2da0de4bed,40000,S,SD,100,540,256,100,0,2000,5,1,1
v1-3f2da0de4bed,40000,S,EM,100,540,256,100,0,2710,7.6,1,1
v1-3f2da0de4bed,40000,S,ED,100,540,256,100,0,2000,5.68,1.136,5
v1-3f2da0de4bed,40000,S,MD,100,540,256,100,0,2870,7.19,1,1
v1-3f2da0de4bed,40000,S,SEMD,100,540,256,0,0,5032,13.76,1.101,5
v1-3f2da0de4bed,40000,E,S,100,540,16,0,0,2000,6,1,1
v1-3f2da0de4bed,40000,E,E,100,540,16,0,0,47000,95,1,1
v1-3f2da0de4bed,40000,E,M,100,540,16,75,0,65410,132.2,1,1
v1-3f2da0de4bed,40000,E,D,100,540,16,100,0,47000,96,1,1
v1-3f2da0de4bed,40000,E,SE,100,540,16,0,0,4000,10,1,1
v1-3f2da0de4bed,40000,E,SM,100,540,16,0,0,4000,10,1,1
v1-3f2da0de4bed,40000,E,SD,100,540,16,0,0,3840,9.54,1,1
v1-3f2da0de4bed,40000,E,EM,100,540,16,0,0,41600,95,1,1
v1-3f2da0de4bed,40000,E,ED,100,540,16,0,0,34790,81.39,1.144,6
v1-3f2da0de4bed,40000,E,MD,100,540,16,50,0,60390,122.29,1,1
v1-3f2da0de4bed,40000,E,SEMD,100,540,16,0,0,5032,13.76,1.101,5
v1-3f2da0de4bed,40000,M,S,100,540,16,0,0,2920,7.52,1,1
v1-3f2da0de4bed,40000,M,E,100,540,16,11,0,64970,131.5,1,1
v1-3f2da0de4bed,40000,M,M,100,540,16,45,23,94230,190.15,1,1
v1-3f2da0de4bed,40000,M,D,100,540,16,99,0,71000,143.99,1,1
v1-3f2da0de4bed,40000,M,SE,100,540,16,0,0,5610,12.71,1,1
v1-3f2da0de4bed,40000,M,SM,100,540,16,0,0,6290,14.15,1,1
v1-3f2da0de4bed,40000,M,SD,100,540,16,0,0,5670,12.91,1,1
v1-3f2da0de4bed,40000,M,EM,100,540,16,0,0,59056,134.39,1,1
v1-3f2da0de4bed,40000,M,ED,100,540,16,0,0,48970,114.82,1.156,8
v1-3f2da0de4bed,40000,M,MD,100,540,16,4,0,77780,156.98,1,1
v1-3f2da0de4bed,40000,M,SEMD,100,540,16,0,0,6477,17.13,1.104,6
v1-3f2da0de4bed,40000,D,S,100,540,16,0,0,2000,6,1,1
v1-3f2da0de4bed,40000,D,E,100,540,16,0,0,47000,95,1,1
v1-3f2da0de4bed,40000,D,M,100,540,16,1,0,70980,142.97,1,1
v1-3f2da0de4bed,40000,D,D,100,540,16,43,0,59640,120.67,1,1
v1-3f2da0de4bed,40000,D,SE,100,540,16,0,0,4000,10,1,1
v1-3f2da0de4bed,40000,D,SM,100,540,16,0,0,4000,10,1,1
v1-3f2da0de4bed,40000,D,SD,100,540,16,0,0,3840,9.54,1,1
v1-3f2da0de4bed,40000,D,EM,100,540,16,0,0,41600,95,1,1
v1-3f2da0de4bed,40000,D,ED,100,540,16,0,0,34790,81.39,1.144,6
v1-3f2da0de4bed,40000,D,MD,100,540,16,0,0,62390,126.27,1,1
v1-3f2da0de4bed,40000,D,SEMD,100,540,16,0,0,5032,13.76,1.101,5
v1-3f2da0de4bed,40000,SE,S,100,540,136,100,0,4000,9,1,1
v1-3f2da0de4bed,40000,SE,E,100,540,136,100,0,4000,9,1,1
v1-3f2da0de4bed,40000,SE,M,100,540,136,100,0,5740,13,1,1
v1-3f2da0de4bed,40000,SE,D,100,540,136,100,0,4000,9,1,1
v1-3f2da0de4bed,40000,SE,SE,100,540,136,100,0,8000,17,1,1
v1-3f2da0de4bed,40000,SE,SM,100,540,136,97,0,6140,13.77,1,1
v1-3f2da0de4bed,40000,SE,SD,100,540,136,100,0,4000,9,1,1
v1-3f2da0de4bed,40000,SE,EM,100,540,136,100,0,5240,13.5,1,1
v1-3f2da0de4bed,40000,SE,ED,100,540,136,100,0,4000,10.32,1.147,6
v1-3f2da0de4bed,40000,SE,MD,100,540,136,100,0,5440,12.38,1,1
v1-3f2da0de4bed,40000,SE,SEMD,100,540,136,0,0,10897,28.12,1.112,5
v1-3f2da0de4bed,40000,SM,S,100,540,136,29,0,2810,7.1,1,1
v1-3f2da0de4bed,40000,SM,E,100,540,136,100,0,4000,9,1,1
v1-3f2da0de4bed,40000,SM,M,100,540,136,100,0,6450,14.29,1,1
v1-3f2da0de4bed,40000,SM,D,100,540,136,100,0,4000,9,1,1
v1-3f2da0de4bed,40000,SM,SE,100,540,136,1,0,5680,12.89,1,1
v1-3f2da0de4bed,40000,SM,SM,100,540,136,44,0,5970,13.37,1,1
v1-3f2da0de4bed,40000,SM,SD,100,540,136,99,0,3990,8.98,1,1
v1-3f2da0de4bed,40000,SM,EM,100,540,136,100,0,5820,14.76,1,1
v1-3f2da0de4bed,40000,SM,ED,100,540,136,100,0,4000,10.36,1.151,6
v1-3f2da0de4bed,40000,SM,MD,100,540,136,100,0,5970,13.37,1,1
v1-3f2da0de4bed,40000,SM,SEMD,100,540,136,0,0,7573.5,19.84,1.107,5
v1-3f2da0de4bed,40000,SD,S,100,540,136,1,0,2000,5.99,1,1
v1-3f2da0de4bed,40000,SD,E,100,540,136,100,0,3810,8.79,1,1
v1-3f2da0de4bed,40000,SD,M,100,540,136,100,0,5790,12.99,1,1
v1-3f2da0de4bed,40000,SD,D,100,540,136,100,0,3810,8.79,1,1
v1-3f2da0de4bed,40000,SD,SE,100,540,136,0,0,4000,10,1,1
v1-3f2da0de4bed,40000,SD,SM,100,540,136,16,0,3980,9.82,1,1
v1-3f2da0de4bed,40000,SD,SD,100,540,136,91,0,3800,8.71,1,1
v1-3f2da0de4bed,40000,SD,EM,100,540,136,100,0,5170,13.3,1,1
v1-3f2da0de4bed,40000,SD,ED,100,540,136,100,0,3850,10.12,1.149,6
v1-3f2da0de4bed,40000,SD,MD,100,540,136,100,0,5270,11.97,1,1
v1-3f2da0de4bed,40000,SD,SEMD,100,540,136,0,0,5193.5,14.13,1.104,5
v1-3f2da0de4bed,40000,EM,S,100,540,16,0,0,2760,7.59,1,1
v1-3f2da0de4bed,40000,EM,E,100,540,16,100,0,41600,95,1,1
v1-3f2da0de4bed,40000,EM,M,100,540,16,100,0,59080,134.43,1,1
v1-3f2da0de4bed,40000,EM,D,100,540,16,100,0,41600,95,1,1
v1-3f2da0de4bed,40000,EM,SE,100,540,16,0,0,5270,13.28,1,1
v1-3f2da0de4bed,40000,EM,SM,100,540,16,0,0,5860,14.55,1,1
v1-3f2da0de4bed,40000,EM,SD,100,540,16,0,0,5290,13.35,1,1
v1-3f2da0de4bed,40000,EM,EM,100,540,16,54,0,52960,133.8,1,1
v1-3f2da0de4bed,40000,EM,ED,100,540,16,83,0,41218,106.52,1.131,8
v1-3f2da0de4bed,40000,EM,MD,100,540,16,100,0,55136,125.55,1,1
v1-3f2da0de4bed,40000,EM,SEMD,100,540,16,0,0,6315.5,18.28,1.084,4
v1-3f2da0de4bed,40000,ED,S,100,540,16,0,0,2000,6.77,1.128,5
v1-3f2da0de4bed,40000,ED,E,100,540,16,100,0,35000,81.63,1.142,5
v1-3f2da0de4bed,40000,ED,M,100,540,16,100,0,49130,115.2,1.155,10
v1-3f2da0de4bed,40000,ED,D,100,540,16,100,0,35000,81.63,1.142,5
v1-3f2da0de4bed,40000,ED,SE,100,540,16,0,0,4000,11.31,1.131,5
v1-3f2da0de4bed,40000,ED,SM,100,540,16,0,0,4000,11.43,1.143,5
v1-3f2da0de4bed,40000,ED,SD,100,540,16,0,0,3820,10.72,1.128,5
v1-3f2da0de4bed,40000,ED,EM,100,540,16,18,0,41212,106.8,1.134,8
v1-3f2da0de4bed,40000,ED,ED,100,540,16,48,0,33080,87.78,1.297,6
v1-3f2da0de4bed,40000,ED,MD,100,540,16,100,0,45940,107.66,1.152,8
v1-3f2da0de4bed,40000,ED,SEMD,100,540,16,0,0,5091.5,15.46,1.227,5
v1-3f2da0de4bed,40000,MD,S,100,540,16,0,0,2630,6.99,1,1
v1-3f2da0de4bed,40000,MD,E,100,540,16,43,0,60200,121.95,1,1
v1-3f2da0de4bed,40000,MD,M,100,540,16,98,0,77660,156.7,1,1
v1-3f2da0de4bed,40000,MD,D,100,540,16,100,0,62260,126.1,1,1
v1-3f2da0de4bed,40000,MD,SE,100,540,16,0,0,5140,11.86,1,1
v1-3f2da0de4bed,40000,MD,SM,100,540,16,0,0,5600,12.88,1,1
v1-3f2da0de4bed,40000,MD,SD,100,540,16,0,0,5150,11.87,1,1
v1-3f2da0de4bed,40000,MD,EM,100,540,16,0,0,55168,125.6,1,1
v1-3f2da0de4bed,40000,MD,ED,100,540,16,0,0,45800,107.44,1.155,10
v1-3f2da0de4bed,40000,MD,MD,100,540,16,51,0,71880,145.33,1,1
v1-3f2da0de4bed,40000,MD,SEMD,100,540,16,0,0,6281.5,16.68,1.106,5
v1-3f2da0de4bed,40000,SEMD,S,100,1740,76,100,0,5083,13.7,1.09,5
v1-3f2da0de4bed,40000,SEMD,E,100,1740,76,100,0,5083,13.7,1.09,5
v1-3f2da0de4bed,40000,SEMD,M,100,1740,76,100,0,6553.5,17.11,1.095,6
v1-3f2da0de4bed,40000,SEMD,D,100,1740,76,100,0,5083,13.7,1.09,5
v1-3f2da0de4bed,40000,SEMD,SE,100,1740,76,100,0,10948,28.06,1.107,5
v1-3f2da0de4bed,40000,SEMD,SM,100,1740,76,100,0,7624.5,19.79,1.098,5
v1-3f2da0de4bed,40000,SEMD,SD,100,1740,76,100,0,5287,14.17,1.091,5
v1-3f2da0de4bed,40000,SEMD,EM,100,1740,76,100,0,6281.5,18.25,1.088,4
v1-3f2da0de4bed,40000,SEMD,ED,100,1740,76,100,0,4972.5,15.27,1.235,5
v1-3f2da0de4bed,40000,SEMD,MD,100,1740,76,100,0,6332.5,16.59,1.096,5
v1-3f2da0de4bed,40000,SEMD,SEMD,100,1740,76,50,0,48067.5,138.79,1.211,9
v1-3f2da0de4bed,400000,S,S,100,4140,2416,0,0,1000,3,1,1
v1-3f2da0de4bed,400000,S,E,100,4140,2416,100,0,1000,4,1,1
v1-3f2da0de4bed,400000,S,M,100,4140,2416,100,0,2360,6.36,1,1
v1-3f2da0de4bed,400000,S,D,100,4140,2416,100,0,1000,4,1,1
v1-3f2da0de4bed,400000,S,SE,100,4140,2416,0,0,3000,7,1,1
v1-3f2da0de4bed,400000,S,SM,100,4140,2416,44,0,2450,6.01,1,1
v1-3f2da0de4bed,400000,S,SD,100,4140,2416,100,0,1000,4,1,1
v1-3f2da0de4bed,400000,S,EM,100,4140,2416,100,0,2440,7.33,1,1
v1-3f2da0de4bed,400000,S,ED,100,4140,2416,100,0,1000,5.06,1.265,6
v1-3f2da0de4bed,400000,S,MD,100,4140,2416,100,0,2320,6.28,1,1
v1-3f2da0de4bed,400000,S,SEMD,100,4140,2416,0,0,2606.24,9.48,1.247,6
v1-3f2da0de4bed,400000,E,S,100,4140,16,0,0,1000,3,1,1
v1-3f2da0de4bed,400000,E,E,100,4140,16,100,100,99000,200,1,1
v1-3f2da0de4bed,400000,E,M,100,4140,16,98,100,99000,200,1,1
v1-3f2da0de4bed,400000,E,D,100,4140,16,100,100,99000,200,1,1
v1-3f2da0de4bed,400000,E,SE,100,4140,16,0,0,3000,7,1,1
v1-3f2da0de4bed,400000,E,SM,100,4140,16,0,0,3000,7,1,1
v1-3f2da0de4bed,400000,E,SD,100,4140,16,0,0,2750,6.75,1,1
v1-3f2da0de4bed,400000,E,EM,100,4140,16,0,100,82940,200,1,1
v1-3f2da0de4bed,400000,E,ED,100,4140,16,0,100,79360,200,1.249,9
v1-3f2da0de4bed,400000,E,MD,100,4140,16,60,100,99000,200,1,1
v1-3f2da0de4bed,400000,E,SEMD,100,4140,16,0,0,2606.24,9.48,1.247,6
v1-3f2da0de4bed,400000,M,S,100,4140,16,0,0,2530,6.39,1,1
v1-3f2da0de4bed,400000,M,E,100,4140,16,0,100,99000,200,1,1
v1-3f2da0de4bed,400000,M,M,100,4140,16,37,100,99000,200,1,1
v1-3f2da0de4bed,400000,M,D,100,4140,16,100,100,99000,200,1,1
v1-3f2da0de4bed,400000,M,SE,100,4140,16,0,0,4860,11.18,1,1
v1-3f2da0de4bed,400000,M,SM,100,4140,16,0,0,5900,13.2,1,1
v1-3f2da0de4bed,400000,M,SD,100,4140,16,0,0,5210,11.79,1,1
v1-3f2da0de4bed,400000,M,EM,100,4140,16,0,100,82940,200,1,1
v1-3f2da0de4bed,400000,M,ED,100,4140,16,0,100,79650,200,1.244,9
v1-3f2da0de4bed,400000,M,MD,100,4140,16,0,100,99000,200,1,1
v1-3f2da0de4bed,400000,M,SEMD,100,4140,16,0,0,3450.72,11.75,1.22,6
v1-3f2da0de4bed,400000,D,S,100,4140,16,0,0,1000,3,1,1
v1-3f2da0de4bed,400000,D,E,100,4140,16,0,100,99000,200,1,1
v1-3f2da0de4bed,400000,D,M,100,4140,16,0,100,99000,200,1,1
v1-3f2da0de4bed,400000,D,D,100,4140,16,48,100,99000,200,1,1
v1-3f2da0de4bed,400000,D,SE,100,4140,16,0,0,3000,7,1,1
v1-3f2da0de4bed,400000,D,SM,100,4140,16,0,0,3000,7,1,1
v1-3f2da0de4bed,400000,D,SD,100,4140,16,0,0,2750,6.75,1,1
v1-3f2da0de4bed,400000,D,EM,100,4140,16,0,100,82940,200,1,1
v1-3f2da0de4bed,400000,D,ED,100,4140,16,0,100,79360,200,1.249,9
v1-3f2da0de4bed,400000,D,MD,100,4140,16,0,100,99000,200,1,1
v1-3f2da0de4bed,400000,D,SEMD,100,4140,16,0,0,2606.24,9.48,1.247,6
v1-3f2da0de4bed,400000,SE,S,100,4140,1216,100,0,3000,8,1,1
v1-3f2da0de4bed,400000,SE,E,100,4140,1216,100,0,3000,8,1,1
v1-3f2da0de4bed,400000,SE,M,100,4140,1216,100,0,4620,10.7,1,1
v1-3f2da0de4bed,400000,SE,D,100,4140,1216,100,0,3000,8,1,1
v1-3f2da0de4bed,400000,SE,SE,100,4140,1216,100,0,10000,21,1,1
v1-3f2da0de4bed,400000,SE,SM,100,4140,1216,100,0,6260,13.96,1,1
v1-3f2da0de4bed,400000,SE,SD,100,4140,1216,100,0,3000,8,1,1
v1-3f2da0de4bed,400000,SE,EM,100,4140,1216,100,0,4610,12.51,1,1
v1-3f2da0de4bed,400000,SE,ED,100,4140,1216,100,0,3000,10.07,1.259,9
v1-3f2da0de4bed,400000,SE,MD,100,4140,1216,100,0,4570,10.61,1,1
v1-3f2da0de4bed,400000,SE,SEMD,100,4140,1216,0,0,9274.72,30.05,1.273,10
v1-3f2da0de4bed,400000,SM,S,100,4140,1216,47,0,2450,6.58,1,1
v1-3f2da0de4bed,400000,SM,E,100,4140,1216,100,0,3000,8,1,1
v1-3f2da0de4bed,400000,SM,M,100,4140,1216,100,0,6220,14.04,1,1
v1-3f2da0de4bed,400000,SM,D,100,4140,1216,100,0,3000,8,1,1
v1-3f2da0de4bed,400000,SM,SE,100,4140,1216,0,0,6000,13.48,1,1
v1-3f2da0de4bed,400000,SM,SM,100,4140,1216,49,0,6320,14.11,1,1
v1-3f2da0de4bed,400000,SM,SD,100,4140,1216,88,0,3000,7.88,1,1
v1-3f2da0de4bed,400000,SM,EM,100,4140,1216,100,0,6040,15.98,1,1
v1-3f2da0de4bed,400000,SM,ED,100,4140,1216,100,0,3000,9.96,1.245,5
v1-3f2da0de4bed,400000,SM,MD,100,4140,1216,100,0,5960,13.58,1,1
v1-3f2da0de4bed,400000,SM,SEMD,100,4140,1216,0,0,4418.96,14.8,1.234,6
v1-3f2da0de4bed,400000,SD,S,100,4140,1216,0,0,1000,3,1,1
v1-3f2da0de4bed,400000,SD,E,100,4140,1216,100,0,2810,7.43,1,1
v1-3f2da0de4bed,400000,SD,M,100,4140,1216,100,0,4740,11.02,1,1
v1-3f2da0de4bed,400000,SD,D,100,4140,1216,100,0,2810,7.43,1,1
v1-3f2da0de4bed,400000,SD,SE,100,4140,1216,0,0,3000,7,1,1
v1-3f2da0de4bed,400000,SD,SM,100,4140,1216,2,0,2980,6.96,1,1
v1-3f2da0de4bed,400000,SD,SD,100,4140,1216,7,0,2870,6.8,1,1
v1-3f2da0de4bed,400000,SD,EM,100,4140,1216,100,0,4850,13.08,1,1
v1-3f2da0de4bed,400000,SD,ED,100,4140,1216,100,0,2810,9.25,1.245,6
v1-3f2da0de4bed,400000,SD,MD,100,4140,1216,100,0,4670,10.87,1,1
v1-3f2da0de4bed,400000,SD,SEMD,100,4140,1216,0,0,2970.24,10.48,1.234,6
v1-3f2da0de4bed,400000,EM,S,100,4140,16,0,0,2460,7.4,1,1
